booking_id,booking_date,customer_id,customer_name,city,service_type,payment_mode,booking_amount,booking_status
16360,2025-02-01,1533,Customer_7552,Pune,Bus,Debit Card,24543.32,Confirmed
16361,2025-05-17,2217,Customer_2889,Delhi,Train,UPI,23199.5,Confirmed
16362,2025-06-05,3988,Customer_6581,Hyderabad,Bus,Debit Card,18009.56,Confirmed
16363,2025-09-07,3228,Customer_2247,Bangalore,Flight,Net Banking,14758.34,Confirmed
16364,2025-04-05,2979,Customer_6746,Pune,Hotel,Debit Card,610.97,Confirmed
16365,2025-01-17,3076,Customer_3079,Pune,Hotel,Net Banking,16064.5,Confirmed
16366,2025-04-27,1531,Customer_5383,Hyderabad,Bus,UPI,19424.08,Confirmed
16367,2025-11-29,4076,Customer_3052,Hyderabad,Hotel,Net Banking,18455.45,Cancelled
16368,2025-11-07,2944,Customer_4730,Mumbai,Flight,Credit Card,4715.58,Confirmed
16369,2025-01-10,5235,Customer_1700,Delhi,Bus,Net Banking,13841.08,Confirmed
16370,2025-03-21,4099,Customer_6772,Pune,Bus,Debit Card,13979.85,Confirmed
16371,2025-05-14,5357,Customer_6669,Bangalore,Flight,Credit Card,16495.62,Confirmed
16372,2025-07-22,4829,Customer_963,Mumbai,Bus,Debit Card,20858.15,Confirmed
16373,2025-04-26,5114,Customer_3092,Mumbai,Hotel,Credit Card,17606.66,Confirmed
16374,2025-08-08,3584,Customer_3785,Bangalore,Hotel,Debit Card,3961.99,Confirmed
16375,2025-09-10,2548,Customer_1845,Bangalore,Flight,Debit Card,966.26,Confirmed
16376,2025-06-18,2488,Customer_6398,Mumbai,Train,Debit Card,3846.34,Cancelled
16377,2025-12-01,4659,Customer_4694,Hyderabad,Train,Debit Card,1486.91,Confirmed
16378,2025-11-12,1227,Customer_3252,Kolkata,Train,Net Banking,11200.95,Confirmed
16379,2025-07-24,5471,Customer_7917,Bangalore,Flight,Net Banking,7451.95,Confirmed
16380,2025-10-25,5831,Customer_7521,Pune,Train,Debit Card,679.09,Confirmed
16381,2025-09-05,5352,Customer_6717,Chennai,Hotel,UPI,2466.82,Confirmed
16382,2025-12-31,5928,Customer_1751,Bangalore,Bus,Debit Card,10239.8,Confirmed
16383,2025-03-12,5796,Customer_893,Pune,Train,UPI,23524.16,Confirmed
16384,2025-06-05,1698,Customer_215,Mumbai,Flight,Debit Card,24872.57,Confirmed
16385,2025-04-12,1437,Customer_3430,Chennai,Hotel,Credit Card,1727.95,Cancelled
16386,2025-01-13,2684,Customer_4980,Mumbai,Train,Net Banking,20849.21,Confirmed
16387,2025-09-28,3153,Customer_6746,Delhi,Train,Credit Card,12266.32,Confirmed
16388,2025-10-19,5710,Customer_5728,Delhi,Hotel,Credit Card,15715.53,Pending
16389,2025-08-08,3914,Customer_3645,Hyderabad,Flight,Net Banking,12896.25,Cancelled
16390,2025-01-15,4217,Customer_2616,Bangalore,Bus,Net Banking,23150.42,Confirmed
16391,2025-08-26,1959,Customer_5340,Kolkata,Hotel,UPI,12222.88,Confirmed
16392,2025-04-27,2839,Customer_606,Kolkata,Bus,UPI,4615.34,Cancelled
16393,2025-11-27,1277,Customer_552,Mumbai,Train,Credit Card,19606.4,Confirmed
16394,2025-02-25,5220,Customer_6481,Chennai,Hotel,UPI,13087.48,Confirmed
16395,2025-12-17,4756,Customer_4415,Pune,Train,Credit Card,3368.19,Pending
16396,2025-05-12,2343,Customer_7928,Bangalore,Train,Debit Card,11809.01,Confirmed
16397,2025-08-14,5770,Customer_2514,Hyderabad,Train,Debit Card,17341.17,Cancelled
16398,2025-11-04,1714,Customer_4825,Mumbai,Train,Debit Card,7748.03,Confirmed
16399,2025-08-10,2505,Customer_7044,Pune,Train,Net Banking,22843.35,Cancelled
16400,2025-06-22,4921,Customer_1178,Pune,Flight,Debit Card,21323.98,Confirmed
16401,2025-12-06,3714,Customer_4447,Mumbai,Train,UPI,14413.43,Cancelled
16402,2025-10-12,2347,Customer_5182,Delhi,Hotel,Credit Card,1832.12,Confirmed
16403,2025-11-05,3442,Customer_1484,Hyderabad,Bus,UPI,14789.98,Confirmed
16404,2025-06-06,5868,Customer_5046,Pune,Hotel,Credit Card,10682.32,Pending
16405,2025-05-31,4960,Customer_3312,Mumbai,Hotel,Debit Card,18239.68,Confirmed
16406,2025-07-04,2752,Customer_4286,Delhi,Flight,Net Banking,7042.26,Cancelled
16407,2025-06-27,3505,Customer_7314,Kolkata,Train,Credit Card,15341.21,Cancelled
16408,2025-01-21,2737,Customer_1546,Kolkata,Bus,UPI,14083.71,Confirmed
16409,2025-04-22,5169,Customer_7460,Delhi,Bus,Credit Card,13407.84,Confirmed
16410,2025-06-20,2108,Customer_5762,Chennai,Train,Debit Card,3339.83,Confirmed
16411,2025-05-18,3679,Customer_7228,Pune,Bus,Net Banking,12502.19,Confirmed
16412,2025-08-21,2037,Customer_1497,Hyderabad,Flight,UPI,13990.25,Confirmed
16413,2025-11-28,1911,Customer_4783,Hyderabad,Train,UPI,23227.61,Confirmed
16414,2025-01-30,5889,Customer_73,Kolkata,Bus,Credit Card,11791.17,Cancelled
16415,2025-11-03,3096,Customer_5359,Mumbai,Hotel,Debit Card,16176.69,Confirmed
16416,2025-06-10,4013,Customer_6560,Kolkata,Bus,Credit Card,14446.52,Cancelled
16417,2025-03-19,1358,Customer_4037,Chennai,Hotel,UPI,5283.51,Pending
16418,2025-10-05,2076,Customer_2227,Bangalore,Train,Credit Card,5018.03,Pending
16419,2025-11-16,3103,Customer_1091,Mumbai,Hotel,Credit Card,18615.25,Cancelled
16420,2025-01-21,5974,Customer_1617,Delhi,Hotel,Debit Card,13315.07,Cancelled
16421,2025-12-29,4527,Customer_4173,Bangalore,Flight,Credit Card,22452.81,Cancelled
16422,2025-05-23,3302,Customer_6392,Bangalore,Flight,Net Banking,22749.8,Confirmed
16423,2025-02-05,5100,Customer_4803,Pune,Train,Debit Card,7778.36,Confirmed
16424,2025-10-30,2604,Customer_988,Mumbai,Flight,Credit Card,2987.41,Confirmed
16425,2025-08-02,2075,Customer_2116,Pune,Train,Debit Card,8929.97,Confirmed
16426,2025-02-01,5048,Customer_6994,Chennai,Flight,UPI,2142.45,Confirmed
16427,2025-07-05,1328,Customer_1592,Hyderabad,Hotel,Debit Card,19640.74,Confirmed
16428,2025-06-23,4232,Customer_7267,Chennai,Train,Debit Card,4081.45,Pending
16429,2025-02-23,4477,Customer_5902,Mumbai,Hotel,Net Banking,21725.81,Confirmed
16430,2025-06-10,2002,Customer_588,Hyderabad,Bus,Net Banking,10675.52,Confirmed
16431,2025-09-07,5878,Customer_843,Bangalore,Train,Credit Card,7325.79,Cancelled
16432,2025-09-08,1576,Customer_3650,Kolkata,Train,Net Banking,12787.21,Confirmed
16433,2025-10-06,1326,Customer_3617,Kolkata,Train,Credit Card,15334.02,Confirmed
16434,2025-06-20,2527,Customer_6925,Delhi,Flight,UPI,17687.81,Confirmed
16435,2025-07-02,3821,Customer_1566,Pune,Bus,Net Banking,8785.47,Confirmed
16436,2025-01-02,2465,Customer_3610,Chennai,Flight,Debit Card,24582.78,Confirmed
16437,2025-07-13,4225,Customer_2930,Pune,Flight,UPI,10846.04,Confirmed
16438,2025-06-15,3281,Customer_722,Pune,Bus,Credit Card,20944.47,Cancelled
16439,2025-09-04,5747,Customer_1805,Kolkata,Train,Debit Card,1354.26,Confirmed
16440,2025-09-01,3380,Customer_4420,Hyderabad,Flight,Net Banking,19560.1,Confirmed
16441,2025-04-20,1494,Customer_3195,Chennai,Bus,UPI,14007.78,Confirmed
16442,2025-11-19,2138,Customer_7201,Hyderabad,Hotel,Credit Card,16170.83,Confirmed
16443,2025-03-12,3416,Customer_655,Delhi,Train,Credit Card,9635.53,Confirmed
16444,2025-06-13,2356,Customer_145,Pune,Hotel,Net Banking,13848.59,Confirmed
16445,2025-10-12,2153,Customer_6918,Mumbai,Train,Net Banking,23339.4,Confirmed
16446,2025-04-23,4249,Customer_7685,Kolkata,Train,UPI,9957.9,Confirmed
16447,2025-08-16,3142,Customer_1697,Mumbai,Bus,Debit Card,3091.27,Confirmed
16448,2025-10-28,4388,Customer_6454,Hyderabad,Bus,UPI,18152.56,Confirmed
16449,2025-01-16,2124,Customer_4240,Hyderabad,Hotel,Credit Card,12876.52,Cancelled
16450,2025-01-31,1801,Customer_5038,Mumbai,Hotel,Debit Card,10911.06,Confirmed
16451,2025-06-11,3042,Customer_2712,Bangalore,Flight,Debit Card,19556.55,Cancelled
16452,2025-11-02,1207,Customer_893,Kolkata,Flight,UPI,14273.33,Confirmed
16453,2025-07-12,3654,Customer_2565,Bangalore,Train,Credit Card,15968.83,Confirmed
16454,2025-07-29,1472,Customer_4291,Kolkata,Hotel,UPI,23188.86,Confirmed
16455,2025-08-20,2638,Customer_3555,Bangalore,Flight,UPI,1933.52,Confirmed
16456,2025-07-03,1135,Customer_1661,Kolkata,Bus,Credit Card,6928.36,Confirmed
16457,2025-01-15,5356,Customer_3547,Delhi,Bus,Debit Card,22506.43,Confirmed
16458,2025-11-01,2170,Customer_5708,Hyderabad,Hotel,Net Banking,19921.83,Confirmed
16459,2025-07-28,1457,Customer_4914,Chennai,Bus,Debit Card,5120.66,Cancelled
16460,2025-06-21,2436,Customer_7337,Chennai,Flight,UPI,4643.4,Confirmed
16461,2025-09-23,4571,Customer_2777,Hyderabad,Flight,Debit Card,20715.85,Confirmed
16462,2025-01-20,3148,Customer_7351,Mumbai,Hotel,Net Banking,14045.16,Cancelled
16463,2025-03-11,5242,Customer_3921,Hyderabad,Flight,Credit Card,21578.32,Confirmed
16464,2025-01-08,5812,Customer_1137,Bangalore,Hotel,Debit Card,22983.26,Confirmed
16465,2025-02-03,1506,Customer_1300,Bangalore,Flight,Net Banking,2203.81,Cancelled
16466,2025-08-12,3605,Customer_2524,Chennai,Flight,Credit Card,24259.57,Confirmed
16467,2025-06-28,3383,Customer_3250,Hyderabad,Flight,Net Banking,18053.6,Confirmed
16468,2025-09-03,1445,Customer_1661,Chennai,Hotel,Net Banking,20944.41,Pending
16469,2025-09-17,3781,Customer_1315,Mumbai,Hotel,Net Banking,15943.19,Confirmed
16470,2025-04-18,1443,Customer_434,Pune,Flight,Debit Card,7976.46,Confirmed
16471,2025-08-30,1117,Customer_7631,Pune,Flight,UPI,15186.05,Confirmed
16472,2025-01-24,2540,Customer_4513,Pune,Flight,Net Banking,13138.82,Cancelled
16473,2025-08-04,3770,Customer_1859,Delhi,Bus,Credit Card,23335.83,Confirmed
16474,2025-02-24,1566,Customer_711,Kolkata,Train,Credit Card,14098.24,Confirmed
16475,2025-01-26,4602,Customer_138,Delhi,Train,Credit Card,1183.42,Confirmed
16476,2025-10-08,2936,Customer_3561,Mumbai,Bus,Debit Card,17309.33,Cancelled
16477,2025-10-19,5183,Customer_1754,Bangalore,Train,UPI,1738.24,Cancelled
16478,2025-11-23,2652,Customer_2857,Bangalore,Train,Debit Card,23628.02,Confirmed
16479,2025-07-05,5571,Customer_7336,Bangalore,Train,Net Banking,12421.52,Cancelled
16480,2025-01-12,5390,Customer_6278,Chennai,Flight,UPI,24216.19,Confirmed
16481,2025-05-09,5815,Customer_1185,Kolkata,Bus,Credit Card,1133.68,Confirmed
16482,2025-07-27,5781,Customer_6928,Pune,Flight,Debit Card,13554.82,Confirmed
16483,2025-05-13,3686,Customer_6936,Chennai,Train,Credit Card,6042.05,Confirmed
16484,2025-12-05,2203,Customer_5880,Delhi,Bus,Debit Card,16198.16,Confirmed
16485,2025-07-15,3937,Customer_734,Bangalore,Bus,Net Banking,12706.15,Confirmed
16486,2025-09-19,1405,Customer_1852,Bangalore,Flight,UPI,14370.06,Cancelled
16487,2025-10-09,4907,Customer_6521,Kolkata,Hotel,UPI,9311.19,Confirmed
16488,2025-04-13,5214,Customer_1354,Pune,Bus,Credit Card,1762.84,Confirmed
16489,2025-04-30,5079,Customer_395,Kolkata,Hotel,UPI,3099.37,Confirmed
16490,2025-07-02,1312,Customer_5292,Mumbai,Train,Net Banking,21534.73,Pending
16491,2025-01-09,1162,Customer_2518,Delhi,Bus,Debit Card,17717.92,Confirmed
16492,2025-02-14,2528,Customer_6915,Pune,Hotel,Debit Card,19350.24,Cancelled
16493,2025-09-01,5388,Customer_7590,Chennai,Hotel,Credit Card,3505.4,Cancelled
16494,2025-09-27,5785,Customer_3328,Delhi,Flight,Net Banking,1706.41,Confirmed
16495,2025-04-22,2565,Customer_7848,Pune,Hotel,Credit Card,923.27,Confirmed
16496,2025-02-24,5768,Customer_4055,Bangalore,Train,Credit Card,13284.45,Confirmed
16497,2025-01-15,1398,Customer_6125,Bangalore,Train,Net Banking,12771.98,Pending
16498,2025-02-06,4586,Customer_5240,Chennai,Bus,Credit Card,3210.88,Confirmed
16499,2025-06-27,2047,Customer_2067,Kolkata,Flight,Debit Card,8992.24,Cancelled
16500,2025-05-07,2942,Customer_4904,Chennai,Flight,Credit Card,13490.26,Confirmed
16501,2025-04-27,4130,Customer_7989,Delhi,Flight,UPI,17057.46,Confirmed
16502,2025-12-06,3796,Customer_247,Hyderabad,Train,UPI,20344.96,Confirmed
16503,2025-03-13,1239,Customer_5325,Bangalore,Hotel,UPI,16214.03,Confirmed
16504,2025-12-18,3358,Customer_7588,Bangalore,Train,Net Banking,1235.16,Confirmed
16505,2025-04-21,1671,Customer_3139,Hyderabad,Train,UPI,14859.23,Confirmed
16506,2025-05-29,3619,Customer_342,Delhi,Hotel,Net Banking,2654.07,Confirmed
16507,2025-07-04,3461,Customer_6489,Mumbai,Train,Credit Card,14340.3,Confirmed
16508,2025-04-15,4393,Customer_6036,Mumbai,Bus,Debit Card,9711.69,Confirmed
16509,2025-05-27,1401,Customer_2972,Bangalore,Bus,UPI,7515.27,Confirmed
16510,2025-08-09,3106,Customer_3769,Mumbai,Bus,Net Banking,12302.04,Confirmed
16511,2025-11-10,5148,Customer_2435,Kolkata,Bus,UPI,9846.22,Confirmed
16512,2025-12-17,2087,Customer_342,Delhi,Bus,Net Banking,20841.63,Pending
16513,2025-01-06,2142,Customer_108,Mumbai,Flight,UPI,6049.06,Confirmed
16514,2025-09-17,5381,Customer_6821,Chennai,Train,UPI,3849.37,Pending
16515,2025-10-26,3065,Customer_4729,Delhi,Hotel,Credit Card,21005.99,Pending
16516,2025-12-15,4908,Customer_5094,Hyderabad,Flight,UPI,6463.52,Confirmed
16517,2025-02-11,5255,Customer_5522,Bangalore,Hotel,Net Banking,1289.78,Cancelled
16518,2025-09-16,4959,Customer_4692,Delhi,Train,UPI,9981.09,Confirmed
16519,2025-09-28,1141,Customer_5422,Mumbai,Flight,UPI,20566.6,Confirmed
16520,2025-02-16,1396,Customer_1797,Delhi,Hotel,Debit Card,11080.82,Pending
16521,2025-03-26,3627,Customer_5227,Pune,Bus,Net Banking,12017.09,Cancelled
16522,2025-06-23,5629,Customer_7803,Hyderabad,Flight,Debit Card,1656.33,Confirmed
16523,2025-02-27,2555,Customer_4681,Pune,Bus,UPI,17920.73,Confirmed
16524,2025-07-18,3508,Customer_2525,Delhi,Flight,Debit Card,8920.84,Confirmed
16525,2025-07-28,5381,Customer_2385,Hyderabad,Train,UPI,18351.15,Cancelled
16526,2025-09-05,2028,Customer_3532,Hyderabad,Flight,UPI,10568.78,Confirmed
16527,2025-07-30,3176,Customer_2361,Delhi,Train,UPI,13408.87,Confirmed
16528,2025-02-08,1670,Customer_5274,Bangalore,Flight,Net Banking,14942.4,Confirmed
16529,2025-09-09,5594,Customer_5921,Kolkata,Train,Net Banking,5323.82,Confirmed
16530,2025-05-11,2855,Customer_609,Bangalore,Bus,UPI,7703.35,Cancelled
16531,2025-10-18,4429,Customer_5924,Mumbai,Train,Credit Card,14846.44,Pending
16532,2025-09-07,3078,Customer_5469,Pune,Bus,UPI,20662.04,Cancelled
16533,2025-02-21,3006,Customer_6934,Delhi,Flight,Debit Card,24055.36,Cancelled
16534,2025-01-14,2688,Customer_5886,Pune,Flight,Credit Card,13342.16,Confirmed
16535,2025-06-05,5431,Customer_2642,Pune,Flight,Debit Card,2310.86,Cancelled
16536,2025-01-30,1569,Customer_7697,Delhi,Flight,Credit Card,23922.33,Pending
16537,2025-03-31,5694,Customer_2348,Chennai,Bus,UPI,10808.84,Confirmed
16538,2025-06-16,2146,Customer_2740,Bangalore,Hotel,Net Banking,3010.76,Confirmed
16539,2025-12-17,4774,Customer_4824,Hyderabad,Hotel,Net Banking,24318.95,Cancelled
16540,2025-03-10,1864,Customer_5654,Chennai,Train,UPI,7372.59,Confirmed
16541,2025-06-12,5900,Customer_4332,Delhi,Flight,Net Banking,16592.53,Cancelled
16542,2025-08-30,5409,Customer_5061,Chennai,Flight,UPI,4030.92,Confirmed
16543,2025-02-21,1027,Customer_7041,Bangalore,Hotel,UPI,18129.29,Confirmed
16544,2025-05-22,2029,Customer_211,Delhi,Hotel,Credit Card,24419.69,Pending
16545,2025-03-04,2996,Customer_286,Pune,Flight,Debit Card,24633.89,Pending
16546,2025-10-19,2341,Customer_2471,Pune,Flight,UPI,3592.13,Pending
16547,2025-04-01,2248,Customer_5839,Bangalore,Hotel,UPI,19333.32,Pending
16548,2025-06-01,3136,Customer_494,Chennai,Bus,UPI,16775.11,Confirmed
16549,2025-06-06,3087,Customer_1018,Mumbai,Flight,Net Banking,20136.03,Confirmed
16550,2025-11-05,1680,Customer_3491,Kolkata,Hotel,UPI,8663.61,Cancelled
16551,2025-12-31,1374,Customer_2885,Hyderabad,Bus,Debit Card,10342.79,Confirmed
16552,2025-05-30,4369,Customer_2815,Hyderabad,Hotel,Credit Card,8874.4,Confirmed
16553,2025-11-24,4045,Customer_1990,Kolkata,Flight,Net Banking,19279.66,Confirmed
16554,2025-09-28,3337,Customer_6489,Kolkata,Train,Net Banking,20323.07,Confirmed
16555,2025-03-10,1805,Customer_523,Mumbai,Hotel,Net Banking,6607.88,Confirmed
16556,2025-04-26,4039,Customer_4915,Mumbai,Train,UPI,14533.32,Confirmed
16557,2025-07-11,1278,Customer_2367,Mumbai,Train,UPI,3586.2,Confirmed
16558,2025-01-04,2405,Customer_5462,Bangalore,Flight,Debit Card,822.49,Cancelled
16559,2025-03-16,1787,Customer_3451,Delhi,Bus,Debit Card,15446.81,Confirmed
16560,2025-10-25,2332,Customer_7714,Mumbai,Train,Debit Card,21084.96,Cancelled
16561,2025-08-29,5372,Customer_1657,Bangalore,Bus,Credit Card,22710.55,Pending
16562,2025-01-30,4147,Customer_7916,Pune,Flight,Net Banking,15698.85,Confirmed
16563,2025-05-23,3345,Customer_3065,Chennai,Flight,UPI,20312.94,Confirmed
16564,2025-11-22,4449,Customer_2743,Chennai,Flight,Debit Card,10403.85,Confirmed
16565,2025-07-02,1432,Customer_590,Mumbai,Bus,Credit Card,21945.76,Cancelled
16566,2025-01-16,2009,Customer_635,Chennai,Hotel,Credit Card,19480.58,Confirmed
16567,2025-04-21,4849,Customer_4041,Mumbai,Train,Debit Card,8058.93,Confirmed
16568,2025-12-26,1316,Customer_5908,Chennai,Flight,UPI,15131.81,Cancelled
16569,2025-07-20,5216,Customer_208,Chennai,Train,Debit Card,1755.84,Cancelled
16570,2025-04-17,2365,Customer_2234,Delhi,Bus,Debit Card,4091.38,Cancelled
16571,2025-06-11,5399,Customer_977,Kolkata,Bus,Debit Card,23692.99,Confirmed
16572,2025-10-10,1935,Customer_2065,Delhi,Train,Credit Card,738.98,Confirmed
16573,2025-09-26,4518,Customer_1314,Chennai,Hotel,Credit Card,5479.25,Cancelled
16574,2025-06-04,4787,Customer_4350,Delhi,Flight,Credit Card,3900.81,Cancelled
16575,2025-03-14,3768,Customer_971,Mumbai,Hotel,Credit Card,17619.83,Confirmed
16576,2025-07-16,1495,Customer_4707,Hyderabad,Train,Debit Card,3089.51,Confirmed
16577,2025-08-31,4592,Customer_6590,Mumbai,Flight,UPI,993.16,Confirmed
16578,2025-03-27,3232,Customer_7140,Delhi,Flight,Credit Card,23296.99,Cancelled
16579,2025-10-14,5018,Customer_1480,Bangalore,Train,Debit Card,21882.61,Confirmed
16580,2025-09-16,3935,Customer_1171,Kolkata,Flight,Net Banking,9281.99,Pending
16581,2025-10-13,5808,Customer_4980,Chennai,Hotel,Net Banking,2962.84,Cancelled
16582,2025-05-29,5445,Customer_3186,Delhi,Bus,Credit Card,17115.95,Confirmed
16583,2025-12-21,3367,Customer_7265,Pune,Bus,Net Banking,22136.34,Pending
16584,2025-07-09,3584,Customer_7550,Pune,Train,UPI,24378.97,Pending
16585,2025-08-05,1905,Customer_1400,Kolkata,Bus,Debit Card,3688.04,Confirmed
16586,2025-12-21,4227,Customer_7127,Kolkata,Bus,Net Banking,15205.16,Confirmed
16587,2025-03-27,2827,Customer_4602,Delhi,Train,UPI,11048.5,Confirmed
16588,2025-08-04,4722,Customer_3394,Delhi,Train,Debit Card,4340.38,Confirmed
16589,2025-11-16,3580,Customer_2376,Pune,Flight,Net Banking,20293.45,Cancelled
16590,2025-04-28,5597,Customer_4445,Kolkata,Train,Credit Card,19663.68,Cancelled
16591,2025-03-28,2515,Customer_7338,Mumbai,Hotel,Credit Card,24133.89,Confirmed
16592,2025-02-09,5622,Customer_6451,Kolkata,Train,Net Banking,2595.58,Confirmed
16593,2025-06-10,5806,Customer_199,Chennai,Flight,Credit Card,6352.44,Cancelled
16594,2025-07-10,4003,Customer_3249,Hyderabad,Flight,Credit Card,20775.6,Cancelled
16595,2025-01-25,1111,Customer_1148,Pune,Train,UPI,10187.95,Cancelled
16596,2025-06-01,2672,Customer_5277,Pune,Hotel,Debit Card,12160.39,Confirmed
16597,2025-04-05,3302,Customer_6751,Pune,Flight,Credit Card,15482.37,Confirmed
16598,2025-02-15,2650,Customer_7454,Kolkata,Hotel,Net Banking,10507.13,Confirmed
16599,2025-05-18,5395,Customer_4707,Kolkata,Flight,Credit Card,1367.23,Confirmed
16600,2025-10-15,3474,Customer_5017,Delhi,Bus,UPI,15297.63,Confirmed
16601,2025-12-19,4995,Customer_5999,Kolkata,Flight,UPI,6107.38,Cancelled
16602,2025-06-13,2890,Customer_4036,Bangalore,Flight,Credit Card,24237.34,Pending
16603,2025-01-16,1306,Customer_2283,Pune,Flight,Net Banking,17412.98,Confirmed
16604,2025-01-18,1120,Customer_1726,Chennai,Flight,Net Banking,21096.03,Cancelled
16605,2025-05-16,4101,Customer_1318,Kolkata,Flight,UPI,23882.83,Confirmed
16606,2025-09-04,2277,Customer_4881,Kolkata,Train,Net Banking,2051.49,Confirmed
16607,2025-09-05,2427,Customer_6986,Hyderabad,Train,UPI,4142.97,Pending
16608,2025-11-27,4102,Customer_3969,Pune,Hotel,Net Banking,20296.57,Confirmed
16609,2025-07-17,2185,Customer_3090,Bangalore,Bus,Credit Card,22177.4,Confirmed
16610,2025-01-01,2455,Customer_5055,Pune,Train,Credit Card,619.53,Confirmed
16611,2025-07-09,2179,Customer_5294,Kolkata,Bus,Credit Card,23658.01,Pending
16612,2025-10-21,2346,Customer_1427,Hyderabad,Hotel,Credit Card,11632.27,Confirmed
16613,2025-02-14,1628,Customer_2429,Hyderabad,Hotel,Debit Card,11834.35,Confirmed
16614,2025-12-03,2214,Customer_1842,Pune,Flight,Net Banking,22029.19,Confirmed
16615,2025-02-01,2961,Customer_7288,Kolkata,Train,Debit Card,7593.55,Confirmed
16616,2025-04-28,3995,Customer_4864,Chennai,Flight,Net Banking,14795.53,Cancelled
16617,2025-10-23,5612,Customer_6240,Mumbai,Flight,Debit Card,8687.64,Confirmed
16618,2025-07-03,5940,Customer_3894,Bangalore,Hotel,UPI,3282.09,Confirmed
16619,2025-07-10,2547,Customer_6175,Pune,Flight,UPI,9285.18,Confirmed
16620,2025-08-23,5915,Customer_2145,Delhi,Hotel,Net Banking,4739.3,Confirmed
16621,2025-08-26,3858,Customer_1494,Hyderabad,Train,UPI,13264.0,Confirmed
16622,2025-08-04,1761,Customer_705,Bangalore,Train,Net Banking,13479.96,Confirmed
16623,2025-03-15,3366,Customer_1769,Chennai,Flight,Net Banking,11214.03,Confirmed
16624,2025-04-21,5206,Customer_1070,Bangalore,Hotel,Debit Card,4758.43,Confirmed
16625,2025-04-13,2841,Customer_3875,Delhi,Train,Net Banking,3408.94,Confirmed
16626,2025-12-25,5902,Customer_2284,Delhi,Bus,UPI,3063.14,Confirmed
16627,2025-03-15,2496,Customer_7729,Chennai,Train,Debit Card,3248.04,Confirmed
16628,2025-09-09,4919,Customer_6481,Bangalore,Hotel,Debit Card,7724.52,Confirmed
16629,2025-04-24,4088,Customer_6818,Pune,Flight,Debit Card,545.68,Confirmed
16630,2025-11-09,2243,Customer_6429,Mumbai,Hotel,Debit Card,2025.28,Confirmed
16631,2025-11-26,5582,Customer_6278,Mumbai,Flight,UPI,12025.89,Confirmed
16632,2025-12-05,5906,Customer_769,Pune,Train,Credit Card,4975.92,Confirmed
16633,2025-08-26,3043,Customer_6839,Hyderabad,Flight,UPI,6952.78,Confirmed
16634,2025-06-22,4376,Customer_6683,Pune,Flight,Net Banking,9156.4,Pending
16635,2025-03-20,1516,Customer_3724,Kolkata,Flight,UPI,1471.46,Confirmed
16636,2025-04-03,1834,Customer_260,Hyderabad,Flight,Net Banking,5890.53,Confirmed
16637,2025-02-19,1623,Customer_6647,Bangalore,Bus,Credit Card,19528.84,Confirmed
16638,2025-10-12,2047,Customer_6736,Pune,Bus,Debit Card,8851.98,Confirmed
16639,2025-08-11,2564,Customer_5300,Kolkata,Flight,UPI,5060.91,Confirmed
16640,2025-03-22,4982,Customer_2944,Hyderabad,Hotel,Debit Card,5344.74,Confirmed
16641,2025-09-23,1496,Customer_7435,Delhi,Hotel,Debit Card,24625.96,Confirmed
16642,2025-06-04,3429,Customer_1588,Chennai,Train,Debit Card,4137.16,Cancelled
16643,2025-08-21,3263,Customer_7166,Hyderabad,Bus,UPI,22682.75,Confirmed
16644,2025-11-12,1542,Customer_84,Pune,Train,Credit Card,2473.35,Confirmed
16645,2025-08-24,1915,Customer_4506,Mumbai,Train,UPI,21923.55,Confirmed
16646,2025-06-08,2801,Customer_5276,Pune,Bus,Credit Card,12919.45,Confirmed
16647,2025-11-12,4082,Customer_3562,Delhi,Flight,Credit Card,15413.28,Confirmed
16648,2025-09-08,1081,Customer_6472,Kolkata,Hotel,Net Banking,6525.33,Cancelled
16649,2025-11-10,2179,Customer_6082,Mumbai,Train,Credit Card,22515.91,Cancelled
16650,2025-10-28,1165,Customer_1640,Hyderabad,Hotel,Net Banking,14885.06,Confirmed
16651,2025-10-09,3255,Customer_2394,Pune,Flight,UPI,17054.65,Confirmed
16652,2025-04-12,3071,Customer_2971,Hyderabad,Train,Debit Card,14140.64,Pending
16653,2025-02-20,1806,Customer_6241,Kolkata,Hotel,Credit Card,3568.25,Cancelled
16654,2025-02-21,3738,Customer_2685,Delhi,Bus,Debit Card,20987.5,Confirmed
16655,2025-07-28,1331,Customer_2231,Mumbai,Train,Credit Card,4997.84,Confirmed
16656,2025-11-03,4590,Customer_3399,Chennai,Flight,Net Banking,7652.73,Confirmed
16657,2025-05-11,2534,Customer_3638,Chennai,Train,UPI,16903.21,Confirmed
16658,2025-09-27,1180,Customer_814,Kolkata,Train,Net Banking,2786.57,Cancelled
16659,2025-07-24,2316,Customer_3748,Delhi,Hotel,Net Banking,23368.4,Confirmed
16660,2025-08-07,2106,Customer_896,Pune,Hotel,Net Banking,3541.13,Confirmed
16661,2025-09-14,2589,Customer_661,Hyderabad,Bus,UPI,16845.32,Cancelled
16662,2025-07-04,3486,Customer_5041,Pune,Flight,UPI,16060.49,Cancelled
16663,2025-05-25,3590,Customer_2850,Delhi,Bus,Debit Card,17601.75,Cancelled
16664,2025-06-27,3240,Customer_2426,Mumbai,Hotel,UPI,11117.0,Cancelled
16665,2025-01-14,1487,Customer_1111,Chennai,Flight,Net Banking,9865.99,Confirmed
